BHK_NO.,SQUARE_FT,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS),POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_OR_RK,READY_TO_MOVE,RESALE,ADDRESS
0.3010299956639812,3.1133213093670777,23.169982,1.8835750615722369,30.0,Dealer,0,0,BHK,1,1,"Jatkhedi,Bhopal"
0.3010299956639812,2.998606913079247,26.900926,1.8931331555686248,24.9,Dealer,0,1,BHK,1,1,"Raj Nagar Extension,Ghaziabad"
0.3010299956639812,2.9934448260042092,12.98556,1.882517627893341,48.0,Owner,0,0,BHK,1,1,"CV Raman Nagar,Bangalore"
0.47712125471966244,3.0487330483239683,12.91716,1.8678786413512862,53.7,Dealer,0,0,BHK,1,1,"Medavakkam,Chennai"
0.3010299956639812,2.949307291776221,28.506454,1.8839628274294358,42.0,Dealer,0,1,BHK,1,1,"Sector-137 Noida,Noida"
0.47712125471966244,3.437469231170745,12.863421,1.8825829958633964,150.0,Owner,0,0,BHK,1,1,"Basapura,Bangalore"
0.6020599913279624,3.2369124960324918,19.049513,1.9087180384497215,440.0,Dealer,1,1,BHK,0,0,"Deonar,Maharashtra"
0.47712125471966244,3.3958511204980324,30.654128000000004,1.887787435060457,140.0,Dealer,1,1,BHK,0,1,"Sector-82 Mohali,Mohali"
0.47712125471966244,3.07921119830515,23.207157,1.816627053970042,58.0,Dealer,0,0,BHK,1,1,"Satgachi,Kolkata"
0.3010299956639812,3.1998330098875796,26.459137,1.8718982660087686,100.0,Dealer,0,0,BHK,1,1,"Tilak Nagar,Kanpur"
0.3010299956639812,2.9542425094393248,23.2257,1.9108691520868555,18.0,Owner,0,0,BHK,1,1,"Kalol,Gandhinagar"
0.3010299956639812,3.0768006014526987,18.441256,1.89935705336813,60.4,Dealer,0,1,BHK,1,1,"Talegaon,Pune"
0.3010299956639812,3.172415356630526,26.8626,1.8932032875759868,30.0,Owner,0,0,BHK,1,1,"Mansarovar Extension,Jaipur"
0.3010299956639812,2.9955926358205858,28.5035,1.8838670603860428,50.0,Owner,1,1,BHK,0,1,"Sector-143 Noida,Noida"
0.3010299956639812,3.062589584503099,19.147866,1.9086461980052036,140.0,Dealer,0,0,BHK,1,1,"Bhandup (West),Maharashtra"
0.3010299956639812,2.9776747498976,11.93,1.8700096773247312,80.0,Owner,0,0,BHK,1,1,"Eswaran Koil Street,Pondicherry"
0.3010299956639812,2.942008053022313,28.560719,1.8840953311487167,49.0,Owner,0,0,BHK,1,1,"Sector-78 Noida,Noida"
0.3010299956639812,2.9311328918737343,12.96991,1.8828927409569989,24.5,Dealer,0,0,BHK,1,1,"Ananth Nagar,Bangalore"
0.0,2.68402965450747,18.4543,1.9076691519723623,18.0,Owner,0,0,BHK,1,1,"Roha,Raigad"
0.3010299956639812,2.9030899869919438,19.18,1.9084815123386767,95.0,Dealer,0,0,BHK,1,1,"Thane West,Maharashtra"
0.3010299956639812,2.9041968731985084,28.66667,1.8839225351072648,22.0,Owner,0,0,BHK,1,1,"Ankur Vihar,Ghaziabad"
0.3010299956639812,2.785376886133174,13.069866,1.8678459487340628,48.0,Dealer,0,1,BHK,1,1,"Koyambedu,Chennai"
0.47712125471966244,3.225337077492752,28.861993,1.8762545750380135,75.0,Owner,0,0,BHK,1,1,"Naveen Nagar,Kanpur"
0.3010299956639812,3.06074921170889,19.980678,1.8731184654085147,93.0,Owner,0,0,BHK,1,1,"Nirman Nagar,Jaipur"
0.47712125471966244,3.19036377789855,28.576117,1.8841184244064635,88.0,Owner,0,0,BHK,1,1,"Sector-75 Noida,Noida"
0.6989700043360189,3.230406553374072,28.6711,1.8841968824023922,82.0,Owner,0,0,BHK,1,1,"Sahibabad,Ghaziabad"
0.47712125471966244,3.204166309905944,9.952439,1.8898582485674227,75.0,Owner,1,0,BHK,0,1,"Tripunithura,Kochi"
0.0,2.7781922234837246,18.75,1.9078555114356666,21.2,Owner,0,0,BHK,1,1,"Pen,Raigad"
0.3010299956639812,3.1550931950196532,30.661104,1.887710641115684,64.9,Dealer,0,1,BHK,1,1,"Sector-66A Mohali,Mohali"
0.3010299956639812,3.0473286145245306,13.008071,1.8825893130126161,80.0,Owner,0,0,BHK,1,1,"Dodda Banaswadi,Bangalore"
0.6020599913279624,3.4394794397238733,27.216013,1.8808812569468782,74.0,Dealer,0,0,BHK,1,1,"Sikandra,Agra"
0.47712125471966244,3.2579655671506274,23.35556,1.8365010641516304,99.0,Owner,0,0,BHK,1,1,"Kanke,Ranchi"
0.3010299956639812,3.019131284361074,22.43917,1.8166842930497593,42.0,Owner,0,0,BHK,1,1,"Narendrapur,Kolkata"
0.47712125471966244,3.5357998565301987,28.403138,1.885884681677424,340.0,Dealer,0,0,BHK,1,1,"Sector-65 Gurgaon,Gurgaon"
0.47712125471966244,3.113348156630931,12.840956,1.8825429509675424,70.0,Owner,0,0,BHK,1,1,"Electronics City Phase 1,Bangalore"
0.3010299956639812,3.0449962378938307,13.278237,1.8988093344422727,38.0,Owner,1,1,BHK,0,1,"Katapady,Udupi"
0.6020599913279624,3.1152889754905453,18.96,1.9092493261791252,470.0,Dealer,1,1,BHK,0,0,"Kanchpada,Maharashtra"
0.3010299956639812,3.0175321201837337,28.59632,1.8841224281715307,46.0,Dealer,0,1,BHK,1,1,"Sector-70 Noida,Noida"
0.47712125471966244,3.329550194608762,28.394375,1.8842596624063053,83.7,Dealer,0,0,BHK,1,1,"Sector 82 Faridabad,Faridabad"
0.47712125471966244,3.267214100565892,28.579004,1.883840242510122,82.0,Owner,0,1,BHK,1,1,"Noida Extension,Noida"
0.47712125471966244,3.221435332564989,23.166495,1.9102421536077945,70.0,Dealer,0,0,BHK,1,1,"Kudasan,Gandhinagar"
0.3010299956639812,2.6001690109242195,26.707154,1.8632058228112411,11.0,Owner,0,1,BHK,1,1,"Purseni,Lucknow"
0.3010299956639812,3.0021769194149637,12.80009,1.882244723480985,48.0,Owner,0,0,BHK,1,1,"Chandapura,Bangalore"
0.6020599913279624,3.6902811376678186,18.5438,1.9031924466877412,240.0,Dealer,0,1,BHK,1,1,"Kharadi,Pune"
0.3010299956639812,3.111939698603044,19.128324,1.909220380340211,330.0,Dealer,0,1,BHK,1,1,"4 Bunglows,Mumbai"
0.47712125471966244,3.1866191932492938,28.6423,1.8843318087986634,100.0,Dealer,0,1,BHK,1,1,"Sector-3 Vaishali,Ghaziabad"
0.3010299956639812,3.050452611847508,12.9816,1.8824663397334003,62.0,Owner,0,0,BHK,1,1,"Kaggadasapura,Bangalore"
0.3010299956639812,2.903195283255038,26.955346,1.8933615775442674,16.5,Dealer,0,0,BHK,1,1,"Jhotwara,Jaipur"
0.6020599913279624,3.4241965709401305,19.239813,1.9084847722422071,300.0,Dealer,0,1,BHK,1,1,"Manpada,Maharashtra"
0.47712125471966244,3.180061430719998,12.905368,1.882992578057583,100.0,Dealer,0,0,BHK,1,1,"JP Nagar,Bangalore"
0.47712125471966244,3.1072099696478683,9.930471,1.890372964280617,48.0,Owner,0,0,BHK,1,1,"Ponekkara,Kochi"
0.0,2.612855745890585,28.568846,1.8844425191756264,14.5,Owner,0,0,BHK,1,1,"Sector-18 Vrindavan Colony,Lucknow"
0.6020599913279624,3.5352124803278318,22.312063,1.9100284685638609,100.0,Dealer,0,0,BHK,1,1,"Vasna Road,Vadodara"
0.3010299956639812,2.9494120559967754,28.582887,1.884357683797969,65.0,Dealer,0,0,BHK,1,1,"Sector-25 Khandeshhwar,Mumbai"
0.3010299956639812,2.9902092806645157,22.1764,1.8928921699614436,25.0,Owner,0,0,BHK,1,1,"Bicholi Mardana,Indore"
0.3010299956639812,3.041335544827734,12.977126,1.8830078100540684,38.0,Dealer,0,0,BHK,1,1,"Syndicate Bank Colony,Bangalore"
0.3010299956639812,3.021289081033178,26.29564,1.90807329490468,37.0,Owner,1,0,BHK,0,1,"Paota,Jodhpur"
0.47712125471966244,3.1462030498486215,26.900926,1.8931331555686248,57.9,Dealer,0,1,BHK,1,1,"Raj Nagar Extension,Ghaziabad"
0.47712125471966244,3.240583993196804,19.048979,1.9078650044975944,180.0,Dealer,0,0,BHK,1,1,"Sector 19 Kharghar,Mumbai"
0.3010299956639812,3.060369830602937,24.69028,1.878198746412951,180.0,Dealer,0,1,BHK,1,1,"Marol,Lalitpur"
0.3010299956639812,2.8130436645228616,11.026678,1.8868238929794314,20.0,Dealer,0,0,BHK,1,1,"Vadavalli,Coimbatore"
0.3010299956639812,3.131943638133529,26.878068,1.893111331078979,85.0,Owner,0,0,BHK,1,1,"Gopalpura Bypass,Jaipur"
0.47712125471966244,3.255289877258951,12.96991,1.8828927409569989,150.0,Dealer,0,0,BHK,1,1,"Rasanna Colony,Bangalore"
0.3010299956639812,2.9579090920572373,21.56128,1.9017323036530818,33.9,Dealer,0,1,BHK,1,1,"Taloja,Maharashtra"
0.47712125471966244,3.2138618743091776,13.141581,1.8820286013798835,88.0,Dealer,0,0,BHK,1,1,"Budigere,Bangalore"
0.3010299956639812,2.9543641289315428,22.261354,1.9071271650429522,25.0,Owner,0,0,BHK,1,1,"Tarsali,Vadodara"
0.3010299956639812,3.11992991604455,12.905538,1.8823447096440769,100.0,Owner,0,0,BHK,1,1,"Doddakannelli,Bangalore"
0.47712125471966244,3.2899424979799186,30.684523,1.8880162404272895,99.0,Dealer,0,1,BHK,1,1,"Sector-88 Mohali,Mohali"
0.47712125471966244,3.215734091374421,9.930471,1.890372964280617,67.0,Dealer,0,0,BHK,1,1,"Kakkanad,Kochi"
0.47712125471966244,3.0909791458987206,18.96,1.9092493261791252,210.0,Dealer,0,0,BHK,1,1,"Kanjur Marg (East),Maharashtra"
0.0,2.8162944821615707,18.964489,1.9081798439358093,49.0,Dealer,0,0,BHK,1,1,"Sector 20 Ulwe,Maharashtra"
0.3010299956639812,3.071945708481985,12.96991,1.8828927409569989,75.0,Owner,0,0,BHK,1,1,"Ferrar Nagar,Bangalore"
0.47712125471966244,3.0792128322223733,28.6711,1.8841968824023922,55.0,Owner,0,0,BHK,1,1,"Sahibabad,Ghaziabad"
0.6020599913279624,3.8435221146047667,22.53028,1.8170925178735446,1700.0,Dealer,0,0,BHK,1,1,"New Alipore,Kolkata"
0.6020599913279624,3.431375924555931,28.535689,1.8842458065689,250.0,Owner,1,1,BHK,0,1,"Sector-98 Noida,Noida"
0.3010299956639812,2.9294695963405553,26.928785,1.892843804492519,30.0,Owner,0,0,BHK,1,1,"Ajmer Road,Jaipur"
0.6020599913279624,3.4209942581731276,12.8855,1.8830869691700811,250.0,Dealer,1,1,BHK,0,1,"Konanakunte,Bangalore"
0.3010299956639812,2.954250405758064,12.928575,1.8829623399098006,55.0,Owner,0,0,BHK,1,1,"Roopena Agrahara,Bangalore"
0.6020599913279624,3.393215702065669,18.475864,1.903484293901122,160.0,Dealer,1,0,BHK,0,1,"NIBM,Pune"
0.3010299956639812,2.956199954354518,20.098413,1.8742197471632402,50.7,Dealer,0,0,BHK,1,1,"Suraksha Nagar,Bangalore"
0.0,2.423251435001073,19.1145,1.9089752053736406,82.0,Dealer,1,1,BHK,0,1,"Andheri (East),Lalitpur"
0.47712125471966244,3.1959845456398726,26.16667,1.8930920330727035,110.0,Dealer,1,1,BHK,0,1,"Tonk Road,Jaipur"
0.3010299956639812,2.9801916066287863,19.255098,1.9083839371392826,150.0,Dealer,0,0,BHK,1,1,"Hiranandani Estate,Lalitpur"
0.3010299956639812,3.0,28.593566,1.8842283387396928,60.0,Dealer,0,0,BHK,1,1,"Sector-53 Noida,Noida"
0.6020599913279624,3.397026665548616,12.995285,1.8819314834661474,95.0,Dealer,0,0,BHK,1,1,"Kadugodi,Bangalore"
0.3010299956639812,3.0607470631441696,13.1101,1.867780726881734,75.0,Owner,0,0,BHK,1,1,"Villivakkam Near ICF Bus Stand,Chennai"
0.3010299956639812,3.082834422723052,19.0168,1.9077671214985434,85.0,Dealer,0,0,BHK,1,1,"Kamothe,Mumbai"
0.3010299956639812,3.1351330856710398,19.126499,1.90828721436188,200.0,Dealer,0,0,BHK,1,1,"Sector-11 Ghansoli,Mumbai"
0.3010299956639812,2.6986542685967434,19.255098,1.9083839371392826,110.0,Dealer,1,1,BHK,0,0,"Hiranandani Estate,Maharashtra"
0.3010299956639812,3.0212490187272745,22.271214,1.907270778184449,40.0,Dealer,0,0,BHK,1,1,"Manjalpur,Vadodara"
0.0,2.677625627802831,13.020957,1.8681146286995585,40.0,Owner,0,0,BHK,1,1,"Madanandapuram,Chennai"
0.3010299956639812,2.993635845000898,28.538774,1.8842070033363012,21.0,Dealer,0,0,BHK,1,1,"Hajipur,Noida"
0.3010299956639812,3.019239357882887,28.368269,1.88417176332323,24.0,Dealer,0,0,BHK,1,1,"Sector 77 Faridabad,Faridabad"
0.3010299956639812,3.1145759523995804,12.86,1.8818220181233873,90.0,Dealer,1,1,BHK,0,1,"Sarjapur Road,Bangalore"
0.3010299956639812,3.3010299956639813,28.2102,1.8870660717371623,38.0,Owner,0,0,BHK,1,1,"Alwar Bypass Road,Bhiwadi"
0.6020599913279624,3.6498904905243763,28.526624,1.8841491492390432,280.0,Dealer,1,1,BHK,0,1,"Sector-108 Noida,Noida"
0.3010299956639812,3.076276255404218,20.286571,1.8334771395727574,59.6,Dealer,0,0,BHK,1,1,"Nayapalli,Bhubaneswar"
0.47712125471966244,3.266267889368578,22.5922,1.8160938469046444,120.0,Dealer,1,0,BHK,0,0,"New Town,Kolkata"
0.0,2.6517925233376523,19.221571,1.9080569582235303,120.0,Dealer,1,0,BHK,0,1,"Kanjur Marg (East),Mumbai"
0.3010299956639812,2.8750962885241393,28.66667,1.8839225351072648,31.0,Owner,0,0,BHK,1,1,"Gyan Khand 2,Ghaziabad"
0.3010299956639812,3.025334819040474,19.040066,1.9076656764412725,72.0,Dealer,0,0,BHK,1,1,"Roadpali,Maharashtra"
0.47712125471966244,3.1507853939067227,12.8458,1.8824674782710533,79.5,Dealer,0,1,BHK,1,1,"Electronic City Phase II,Bangalore"
0.3010299956639812,3.0644814124178934,18.96,1.9092493261791252,89.0,Dealer,0,0,BHK,1,1,"Sector-35G Kharghar,Maharashtra"
0.47712125471966244,3.227893060171386,19.1615,1.9089650295916305,410.0,Dealer,0,0,BHK,1,1,"Goregaon (East),Lalitpur"
0.47712125471966244,3.223434346472509,28.495803,1.883864784959807,68.6,Owner,1,0,BHK,0,1,"Sector-143B Noida,Noida"
0.3010299956639812,3.119013278617761,20.606469,1.9087487914237184,33.0,Owner,0,0,BHK,1,1,"RM Park,Valsad"
0.0,2.812930728742824,19.245347,1.9076160920337981,50.0,Dealer,0,0,BHK,1,1,"Kalyan (West),Mumbai"
0.0,2.732534928506076,19.585537,1.9091590353331573,16.0,Owner,0,0,BHK,1,1,"Saphale,Palghar"
0.47712125471966244,3.262466600411394,20.098413,1.8742197471632402,98.0,Dealer,0,0,BHK,1,1,"Suraksha Nagar,Bangalore"
0.47712125471966244,3.1973239898139214,28.66667,1.8839225351072648,70.0,Dealer,0,0,BHK,1,1,"Judges Enclave,Ghaziabad"
0.47712125471966244,3.184691430817599,12.904179,1.8825062038519513,76.5,Dealer,0,0,BHK,1,1,"Harlur Road,Bangalore"
0.3010299956639812,2.7921378684224383,12.758604,1.8823098933578488,26.0,Owner,0,0,BHK,1,1,"Byagadadhenahalli,Bangalore"
0.6020599913279624,3.342422680822206,21.17,1.9091958005540564,110.0,Owner,0,0,BHK,1,1,"Citylight Area,Surat"
0.47712125471966244,3.2448183518483025,40.67197199,2.380420385730692,77.0,Dealer,0,0,BHK,1,1,"Action Area IID,Kolkata"
0.3010299956639812,3.036583234960363,19.239813,1.9084847722422071,140.0,Dealer,0,1,BHK,1,1,"Manpada,Mumbai"
0.3010299956639812,3.0791316152956725,12.880993,1.8831219051098333,70.0,Owner,0,0,BHK,1,1,"Doddakallasandra,Bangalore"
0.3010299956639812,3.102102628941566,13.033421,1.8828586510863154,61.0,Owner,0,0,BHK,1,1,"Bhuvaneshwari Nagar,Bangalore"
